Symbol,Transcript/RepeatID,ys_10.5_dispo_1 (14.92),ys_10.5_dispo_2 (13.67),ys_11.5_dispo_1 (11.06),ys_11.5_dispo_2 (10.83),YS_12.5_new_dispomix_2 (5.65),YS_12.5_new_dispomix_3 (3.56),ys_13.5_dispo_1 (7.37),ys_13.5_dispo_2 (10.25),Brain_10.5_1 (20.60),Brain_10.5_2 (21.08),day11.5_brain_1 (2.85),day11.5_brain_2 (2.13),BRAIN_12_5_a (1.78),BRAIN_12_5_b (2.08),mic_E13_5 (4.23),mic_E14_5 (3.45),mic_E16_5_a (6.19),mic_E16_5_b (6.87),mic_day3_a (4.42),mic_day3_b (4.30),mic_day6_a (4.08),mic_day6_c (3.96),mic_day9_b (4.94),mic_day9_c (4.13),SC_a (5.83),SC_b (5.77),cortex_a (5.78),cortex_b (5.21),hipo_a (6.95),hipo_b (5.02)
Cd209a,NM_133238,14.915,0,0,0,11.309,3.556,0,10.249,0,0,2.848,10.661,0,0,0,0,0,0,0,4.298,0,0,4.936,0,0,0,0,0,0,0
Slc7a6os,NM_001007567,238.645,95.684,165.878,162.476,118.745,113.794,95.866,102.492,123.625,126.464,156.648,174.841,189.121,216.138,177.557,144.781,161.038,199.372,150.299,206.317,191.569,269.512,153.006,127.978,128.261,155.793,207.976,171.895,173.852,145.661
Dnajc25,NM_001033165,59.661,95.684,121.644,75.822,45.236,24.892,44.246,133.239,82.417,21.077,56.963,53.305,58.877,49.878,25.365,44.813,43.356,61.874,13.262,21.491,52.987,35.671,29.614,24.77,17.49,57.701,34.663,10.418,41.724,40.182
Foxd4,NM_008022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krtap2-4,NM_027800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tbc1d12,NM_145952,0,13.669,22.117,64.99,11.309,14.224,58.994,20.498,41.208,42.155,79.748,66.098,58.877,62.348,50.731,48.26,49.55,34.374,30.944,21.491,24.456,15.854,29.614,24.77,87.451,46.161,46.217,26.045,69.541,105.479
Clcn5,NM_016691,0,27.338,11.059,10.832,0,14.224,0,10.249,0,0,22.785,6.397,28.547,16.626,0,0,18.581,6.875,4.421,0,20.38,19.817,0,12.385,5.83,5.77,0,15.627,6.954,10.046
Olfr323,NM_146376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr259,NM_146770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tspyl5,NM_001085421,0,0,0,0,0,0,0,0,0,0,0,0,0,2.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hacl1,NM_019975,0,27.338,0,64.99,0,3.556,22.123,10.249,20.604,0,19.937,21.322,8.921,18.704,4.228,13.789,0,13.75,13.262,8.597,16.304,7.927,19.743,12.385,23.32,28.851,11.554,15.627,20.862,20.091
Hoxb4,NM_010459,104.407,54.676,99.527,54.159,67.854,46.229,58.994,71.744,61.812,42.155,37.026,55.437,73.15,91.443,46.503,55.155,55.744,96.248,22.103,25.79,28.531,43.598,9.871,37.155,134.091,103.862,80.88,83.343,152.989,70.319
Mdn1,NM_001081392,134.238,123.022,66.351,21.663,141.363,60.453,81.117,122.99,20.604,84.309,105.381,117.271,69.582,68.582,80.324,99.968,99.1,68.749,61.888,90.264,77.443,83.232,59.228,53.668,52.471,46.161,57.771,78.134,104.311,95.433
Jak1,NM_146145,1252.886,956.838,1570.31,1516.438,1181.795,1219.728,1401.115,1455.383,906.583,864.171,1013.937,1000.003,658.354,583.99,638.361,730.798,631.764,653.114,698.449,593.161,696.983,709.45,789.711,652.277,886.17,975.15,849.236,974.073,1168.283,1155.245
Gm10591,NM_001193668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.875,0,0,4.076,0,0,16.513,0,0,0,0,0,0
Abracl,NM_028440,1193.225,1189.213,1039.501,1278.141,916.033,810.781,848.043,994.17,1256.853,1348.95,908.556,733.477,752.914,640.102,245.198,203.382,136.263,123.748,172.402,133.246,167.113,126.829,128.328,66.053,134.091,115.402,92.434,109.388,194.714,120.547
Krtap11-1,NM_001113406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhox4d,NM_001039695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ren2,NM_031193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clec2l,NM_001101507,0,0,11.059,0,11.309,7.112,0,0,0,0,5.696,4.264,7.137,10.391,8.455,17.236,6.194,41.249,13.262,38.684,16.304,7.927,44.421,45.412,0,0,0,0,0,10.046
Rpl19,NM_001159483,402.713,382.735,431.282,509.09,220.526,238.256,243.352,225.482,432.687,505.856,415.828,509.596,767.188,694.137,253.654,244.748,241.557,185.622,198.925,313.774,207.872,261.585,187.556,280.727,128.261,155.793,155.982,114.597,69.541,180.821
Spsb1,NM_029035,29.831,13.669,0,21.663,90.472,53.341,36.871,40.997,206.042,210.773,472.791,411.515,247.998,290.956,524.217,648.066,303.494,529.366,203.346,322.37,264.935,376.524,271.463,297.24,1043.581,553.931,1294.074,1078.252,1369.951,1185.382
Msl3l2,NM_001163833,59.661,41.007,33.176,32.495,28.273,32.005,29.497,92.243,20.604,21.077,42.722,34.115,44.604,27.017,33.82,20.683,12.388,27.5,75.15,21.491,28.531,23.78,19.743,33.027,46.641,63.471,115.542,52.089,83.449,105.479
Odf3b,NM_001013022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.209,0,0
Igtp,NM_018738,253.56,232.375,552.926,216.634,1113.941,1212.616,1120.892,635.449,288.458,274.006,196.522,251.6,347.911,255.625,224.061,230.96,154.844,302.495,207.766,184.826,240.48,142.683,187.556,169.262,635.477,484.69,381.29,567.775,389.428,557.531
Nudt22,NM_026675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp1a2,NM_178405,0,0,0,0,0,0,0,0,0,0,5.696,6.397,8.921,22.861,8.455,13.789,0,0,0,17.193,20.38,7.927,9.871,16.513,34.98,0,17.331,0,0,20.091
Pdcl3,NM_026850,1148.479,1120.868,1061.618,1072.338,689.852,796.557,958.658,1004.419,1050.812,1327.873,1350.018,1002.135,1102.609,995.484,946.973,1137.563,724.67,811.236,742.655,722.109,578.782,562.804,769.968,602.737,460.575,432.759,664.369,552.149,521.555,517.349
Syt14,NM_181546,0,0,0,0,0,10.668,14.749,10.249,0,21.077,5.696,12.793,12.489,4.157,4.228,3.447,0,0,0,0,0,0,0,4.128,0,0,0,0,0,0
Aes,NM_010347,1610.854,1954.684,3406.025,3715.274,2555.844,3179.117,2418.767,3166.996,2163.436,1517.569,3115.864,3417.919,3518.358,3651.493,5297.132,5205.213,3418.956,3574.94,3505.507,4667.92,2180.621,2556.399,2013.763,2295.356,938.64,934.759,1138.092,1182.431,897.074,1004.561
Seh1l,NM_001039088,447.459,560.434,199.053,379.11,305.344,174.247,346.592,215.233,288.458,463.702,336.08,381.664,253.35,178.73,147.965,130.992,43.356,75.624,101.673,55.877,85.594,87.195,133.264,78.438,151.582,115.402,184.868,140.642,111.265,145.661
Zfp692,NM_001040686,0,0,0,0,5.655,3.556,7.374,10.249,0,21.077,0,19.19,37.467,12.47,33.82,13.789,6.194,6.875,30.944,17.193,20.38,27.744,49.357,20.642,34.98,28.851,17.331,41.672,34.77,20.091
4930590J08Rik,NM_198668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam227a,NM_029407,0,13.669,22.117,0,0,0,0,0,0,21.077,5.696,4.264,1.784,8.313,16.91,6.894,37.163,34.374,13.262,34.386,28.531,23.78,34.55,8.257,5.83,40.391,5.777,10.418,27.816,20.091
Catsperd,NM_175350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.076,0,0,0,0,0,0,0,0,0
Tekt4,NM_027951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pmpcb,NM_028431,149.153,109.353,66.351,21.663,45.236,53.341,88.491,81.993,103.021,21.077,88.292,76.759,132.028,89.365,25.365,31.024,61.938,61.874,53.047,38.684,65.215,99.085,49.357,99.08,17.49,11.54,46.217,57.298,69.541,70.319
Mtg1,NM_199301,208.814,164.029,110.585,173.307,130.054,78.233,73.743,61.495,103.021,147.541,116.774,123.668,108.834,103.913,71.869,86.179,43.356,75.624,75.15,116.053,93.746,87.195,88.842,115.593,104.941,40.391,115.542,72.925,83.449,90.411
Serpine3,NM_001199945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usp17lb,NM_201409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ubqln1,NM_026842,745.766,765.471,442.341,476.595,458.016,476.512,656.312,614.951,618.125,779.862,740.516,756.932,815.36,835.458,870.877,885.92,600.795,501.867,521.627,558.775,688.832,531.097,636.704,639.892,518.876,409.678,571.935,541.731,646.728,537.44
Spdye4a,NM_001310757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il2,NM_008366,0,13.669,0,0,5.655,10.668,0,0,0,0,2.848,6.397,0,2.078,0,3.447,0,0,0,0,0,3.963,4.936,0,0,0,5.777,0,0,0
Fam76b,NM_176836,149.153,232.375,276.463,259.961,169.636,195.583,250.726,184.485,247.25,210.773,225.003,200.427,137.38,157.947,135.282,203.382,154.844,123.748,313.86,214.913,220.1,229.878,197.428,194.032,104.941,276.966,121.319,161.477,194.714,215.981
Hs3st6,NM_001012402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnf103,NM_009543,74.577,95.684,66.351,108.317,84.818,113.794,147.486,92.243,61.812,126.464,93.989,91.685,64.23,89.365,131.054,106.862,111.488,130.623,145.879,103.158,150.809,118.902,118.457,152.749,87.451,190.414,80.88,67.716,83.449,155.707
Olfr1101,NM_146591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpm4,NM_001001491,1894.244,2064.037,1360.198,1906.379,1289.231,1625.119,1548.601,1188.905,2245.853,2529.282,1614.895,2008.534,995.56,847.928,672.182,1030.701,402.594,598.115,389.01,412.634,350.53,455.792,365.241,268.342,186.562,155.793,132.874,135.433,166.898,150.684
Myl12a,NM_026064,5399.343,4702.177,4666.696,4278.522,4828.962,4708.222,4498.316,3740.95,5604.33,5269.337,3702.58,4100.224,2747.602,2387.915,1724.844,2154.476,972.42,1161.855,879.692,661.933,521.719,622.255,621.897,577.967,1031.921,1073.242,751.025,807.387,813.626,708.216
Gckr,NM_144909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam204a,NM_029648,74.577,136.691,187.995,119.149,152.672,113.794,125.363,204.984,164.833,168.619,159.496,130.064,96.344,78.974,139.509,210.277,235.363,206.247,106.094,98.86,236.404,142.683,291.206,189.904,40.81,109.632,121.319,83.343,132.127,110.502
Gm8653,NM_001167152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.298,0,0,0,0,0,0,0,0,0,0
Ccdc158,NM_177230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cxcl9,NM_008599,0,0,0,10.832,0,0,0,0,0,0,0,2.132,0,0,0,3.447,30.969,0,0,0,0,0,0,0,0,5.77,11.554,0,0,10.046
Fam46c,NM_001142952,0,0,0,0,56.545,28.448,73.743,20.498,0,0,31.33,19.19,24.978,24.939,59.186,96.521,74.325,48.124,26.523,42.983,24.456,47.561,34.55,8.257,279.843,432.759,329.296,286.492,194.714,236.072
Ankrd53,NM_029245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kifc2,NM_010630,29.831,13.669,77.41,64.99,39.582,56.897,29.497,30.748,82.417,21.077,31.33,23.454,33.899,35.33,88.779,58.602,192.007,82.499,198.925,232.107,77.443,118.902,138.199,152.749,81.621,86.552,109.765,156.268,83.449,120.547
Klf15,NM_023184,0,27.338,22.117,43.327,33.927,3.556,36.871,10.249,20.604,0,8.544,19.19,10.705,22.861,0,6.894,6.194,13.75,8.841,25.79,0,0,0,0,0,0,5.777,10.418,0,5.023
1700016H13Rik,NM_028824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnf126,NM_144528,954.58,970.508,586.102,465.763,565.452,650.759,671.06,594.452,535.708,653.398,700.642,754.799,692.253,608.929,541.128,558.44,309.688,391.868,428.795,386.844,301.619,408.231,335.627,350.909,757.908,530.851,560.38,687.581,757.993,577.623
Izumo1,NM_001018013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klra5,NM_008463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adcy4,NM_080435,0,0,0,0,0,0,0,0,0,0,0,0,3.568,0,0,0,0,6.875,0,0,0,3.963,4.936,0,0,0,5.777,0,0,0
Pik3r3,NM_181585,0,13.669,0,10.832,0,10.668,0,10.249,0,0,31.33,25.586,10.705,20.783,4.228,10.341,30.969,0,13.262,4.298,4.076,7.927,9.871,16.513,5.83,34.621,11.554,5.209,34.77,20.091
Amacr,NM_008537,14.915,27.338,33.176,32.495,73.509,46.229,36.871,20.498,20.604,63.232,165.192,106.61,67.798,39.487,54.958,79.285,68.131,20.625,48.626,60.176,40.759,15.854,39.486,8.257,40.81,69.241,109.765,135.433,97.357,80.365
Ripk4,NM_023663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naa38,NM_030083,0,0,0,0,0,0,0,0,0,0,28.481,34.115,19.626,27.017,0,0,0,0,0,0,0,0,9.871,0,11.66,5.77,0,10.418,13.908,0
Zfp120,NM_023266,149.153,82.015,165.878,216.634,62.2,88.901,81.117,81.993,61.812,105.387,119.622,98.081,85.64,128.852,245.198,127.545,253.944,213.121,194.505,240.703,411.669,210.061,197.428,222.93,204.052,86.552,150.205,239.612,201.668,180.821
Sult2a1,NM_001111296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eif4b,NM_145625,1103.733,915.831,751.979,595.744,588.07,629.422,766.926,543.206,1195.041,1011.713,840.201,989.342,581.635,527.877,841.284,816.977,768.026,859.36,835.487,481.406,468.732,463.719,429.405,429.347,314.823,276.966,294.633,208.358,264.254,226.026
Gas2l2,NM_001013759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sspo,NM_173428,0,13.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.298,0,0,0,0,0,0,0,0,0,5.023
Gatsl2,NM_030719,44.746,0,44.234,119.149,107.436,124.462,125.363,92.243,61.812,42.155,113.926,59.702,87.424,54.035,80.324,58.602,49.55,34.374,66.308,111.755,89.67,47.561,103.65,53.668,5.83,57.701,75.103,98.97,76.495,100.456
Gcc2,NM_027375,223.73,54.676,176.936,64.99,118.745,67.565,110.614,92.243,103.021,147.541,139.559,110.874,82.071,64.426,93.006,141.334,105.294,96.248,154.72,85.965,85.594,146.646,138.199,132.107,29.15,75.012,51.994,57.298,76.495,60.274
Smco2,NM_027059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vipr2,NM_009511,14.915,0,0,0,0,0,0,0,0,0,2.848,0,1.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd59a,NM_001111060,29.831,54.676,44.234,86.654,101.781,28.448,73.743,102.492,20.604,42.155,31.33,29.851,39.251,43.643,46.503,44.813,61.938,54.999,44.206,30.088,20.38,23.78,9.871,24.77,0,0,0,0,0,5.023
Vmn1r39,NM_001166720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndel1,NM_023668,343.052,492.088,331.756,400.773,633.306,551.189,597.317,327.974,597.52,569.088,421.525,490.406,526.326,484.233,321.295,368.846,272.525,302.495,269.654,202.019,122.278,170.427,236.913,222.93,320.654,259.655,300.41,364.626,368.565,301.368
Gm4307,NM_001166641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhrs7,NM_025522,178.984,218.706,210.112,216.634,56.545,99.57,191.732,112.741,226.646,231.851,142.407,98.081,133.812,101.834,80.324,48.26,130.069,61.874,97.252,90.264,126.354,154.573,88.842,107.337,99.111,121.172,155.982,119.806,152.989,180.821
Drg2,NM_021354,372.883,642.449,309.639,270.793,418.435,533.409,412.96,276.728,473.896,379.392,401.588,441.366,413.924,363.695,380.48,348.163,309.688,295.62,260.813,292.282,289.391,206.097,301.077,247.7,530.536,334.667,329.296,380.253,215.576,311.414
Rlim,NM_011276,89.492,13.669,66.351,54.159,16.964,17.78,22.123,61.495,61.812,42.155,19.937,42.644,24.978,14.548,76.096,58.602,61.938,13.75,110.514,51.579,142.657,91.158,88.842,66.053,40.81,0,23.108,15.627,41.724,40.182
Ctsk,NM_007802,0,0,22.117,0,152.672,7.112,36.871,0,0,0,0,4.264,1.784,0,12.683,6.894,0,13.75,4.421,0,4.076,0,4.936,0,0,0,11.554,26.045,0,5.023
Polr3c,NM_028925,29.831,13.669,0,0,22.618,17.78,0,0,0,0,28.481,6.397,24.978,8.313,0,6.894,24.775,0,8.841,21.491,8.152,15.854,0,4.128,46.641,5.77,5.777,20.836,34.77,0
Klhl9,NM_172871,134.238,68.346,176.936,173.307,84.818,145.798,221.229,184.485,123.625,231.851,148.103,136.461,66.014,70.661,71.869,82.732,61.938,109.998,48.626,51.579,101.898,31.707,39.486,41.283,64.131,63.471,92.434,36.463,69.541,100.456
Aimp1,NM_007926,59.661,13.669,33.176,43.327,28.273,32.005,36.871,20.498,144.229,21.077,71.203,98.081,74.935,81.052,29.593,24.13,24.775,34.374,30.944,47.281,12.228,27.744,19.743,28.898,0,34.621,23.108,62.507,41.724,35.16
Lrrc58,NM_177093,14930.226,8502.193,12175.432,12608.1,17020.112,15419.071,10110.15,11212.601,11002.619,10812.679,12742.572,12034.146,11011.819,10522.203,6666.861,7794.031,4267.501,5499.907,5158.798,4955.904,6232.091,4435.056,7201.176,4033.387,10266.743,10842.051,11253.825,11746.18,9234.997,10743.782
Zfp781,NM_199062,0,27.338,0,0,0,3.556,0,0,0,0,8.544,6.397,1.784,14.548,0,3.447,37.163,34.374,0,21.491,32.607,3.963,24.678,33.027,34.98,40.391,34.663,26.045,48.678,45.205
Slc5a1,NM_019810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc17,NM_001037916,0,0,11.059,0,0,0,0,10.249,0,0,11.393,10.661,14.273,2.078,16.91,17.236,18.581,13.75,17.682,12.895,0,19.817,24.678,16.513,40.81,57.701,75.103,20.836,20.862,15.068
Atic,NM_026195,909.834,1134.537,530.809,249.129,316.653,416.059,302.346,348.472,659.333,885.249,549.691,656.718,522.758,399.025,452.349,572.229,241.557,247.496,313.86,275.089,301.619,313.109,266.527,330.267,104.941,103.862,161.759,130.224,201.668,90.411
Vmn1r111,NM_001166746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pnpo,NM_134021,283.391,246.044,187.995,238.297,265.763,234.7,280.223,163.987,247.25,126.464,267.725,334.756,322.932,286.799,562.265,506.733,260.138,295.62,229.869,240.703,277.163,233.841,222.106,165.134,291.503,167.333,288.856,151.06,361.611,296.346
Stra13,NM_016665,939.665,1093.53,1050.56,942.358,785.979,857.01,656.312,666.197,927.187,758.785,712.035,748.403,1295.298,1153.431,490.397,561.887,284.913,357.494,428.795,408.336,383.137,340.853,454.084,355.037,472.235,426.989,427.507,531.313,528.509,467.121
Slc27a1,NM_011977,14.915,27.338,88.468,54.159,113.09,78.233,22.123,71.744,41.208,0,68.355,63.966,51.741,70.661,152.192,141.334,80.519,137.498,92.832,107.457,89.67,99.085,88.842,86.695,46.641,28.851,51.994,46.881,125.173,65.296
Pop5,NM_026398,1148.479,1120.868,608.219,747.387,452.362,394.723,626.815,491.961,844.77,990.635,783.238,675.908,479.938,382.399,291.702,268.879,204.394,219.996,176.823,133.246,187.493,265.548,192.492,90.823,75.791,121.172,144.428,98.97,118.219,125.57
Cnnm3,NM_001039551,164.068,109.353,165.878,64.99,79.163,106.682,140.111,163.987,123.625,0,111.077,121.535,105.265,95.6,236.743,203.382,315.882,329.994,251.972,275.089,285.315,245.731,222.106,322.01,139.922,201.954,161.759,192.731,208.622,170.775
Trim21,NM_001082552,74.577,177.699,132.702,64.99,299.69,323.601,184.357,204.984,20.604,105.387,125.318,144.99,115.97,91.443,59.186,68.943,55.744,54.999,44.206,42.983,52.987,47.561,34.55,66.053,75.791,86.552,75.103,104.179,132.127,60.274
Eif2ak3,NM_010121,59.661,68.346,132.702,86.654,118.745,24.892,110.614,40.997,61.812,42.155,111.077,66.098,57.093,101.834,71.869,72.39,136.263,96.248,75.15,124.65,81.519,71.341,59.228,66.053,81.621,11.54,132.874,114.597,69.541,110.502
Suco,NM_172645,14.915,13.669,22.117,32.495,39.582,14.224,58.994,122.99,41.208,21.077,56.963,38.38,14.273,24.939,67.641,89.626,111.488,41.249,61.888,77.369,134.506,182.317,108.585,99.08,17.49,34.621,57.771,78.134,62.587,50.228
Degs1,NM_007853,1148.479,1353.243,951.033,1104.834,1176.141,1177.055,1261.003,1383.639,885.979,906.326,931.341,1046.911,1136.508,933.136,350.887,482.603,402.594,467.492,539.309,412.634,423.896,479.573,315.884,412.834,454.745,536.621,537.272,401.089,458.968,507.303
Diexf,NM_145415,134.238,82.015,66.351,97.485,16.964,71.121,110.614,102.492,82.417,147.541,96.837,106.61,89.208,78.974,143.737,137.886,111.488,89.373,110.514,120.352,130.43,63.415,118.457,86.695,116.601,98.092,231.085,151.06,90.403,110.502
Exosc10,NM_016699,14.915,27.338,33.176,0,16.964,17.78,29.497,0,20.604,21.077,14.241,27.719,37.467,14.548,12.683,17.236,24.775,20.625,22.103,12.895,0,31.707,24.678,8.257,11.66,5.77,11.554,26.045,34.77,10.046
1810009A15Rik,NM_025463,760.681,997.846,453.399,639.07,299.69,359.162,420.334,440.715,721.145,843.094,341.777,390.193,381.81,347.069,262.109,158.569,117.681,144.373,92.832,137.545,69.291,39.634,88.842,107.337,134.091,121.172,150.205,187.522,208.622,150.684
Ceacam18,NM_028236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptpn22,NM_008979,74.577,95.684,77.41,43.327,39.582,35.561,36.871,51.246,82.417,147.541,45.57,51.173,33.899,33.252,12.683,17.236,18.581,27.5,17.682,12.895,12.228,19.817,9.871,16.513,29.15,11.54,23.108,10.418,13.908,0
Bscl2,NM_008144,44.746,27.338,66.351,43.327,50.891,74.677,58.994,81.993,61.812,0,34.178,76.759,30.331,51.956,67.641,41.366,142.456,103.123,44.206,141.843,28.531,99.085,29.614,74.31,40.81,46.161,34.663,26.045,55.633,40.182
Cfdp1,NM_011801,894.919,779.14,641.394,931.526,514.562,586.75,612.066,655.947,782.958,927.403,657.92,748.403,504.917,523.72,342.432,327.48,210.588,302.495,176.823,184.826,179.341,194.207,83.907,198.16,122.431,115.402,179.091,98.97,55.633,140.639
Zfp30,NM_013705,14.915,13.669,11.059,0,0,17.78,14.749,10.249,20.604,63.232,11.393,4.264,16.057,27.017,16.91,31.024,6.194,68.749,44.206,38.684,36.683,7.927,49.357,20.642,40.81,28.851,57.771,31.254,27.816,75.342
Tarbp2,NM_009319,253.56,423.743,210.112,324.951,316.653,376.942,243.352,225.482,185.437,337.238,384.499,398.722,274.76,261.86,291.702,210.277,216.782,343.744,181.243,210.615,187.493,269.512,202.363,119.722,215.712,132.713,196.422,130.224,173.852,195.889
Olfr642,NM_146329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitpnb,NM_019640,865.088,806.478,608.219,693.229,254.454,430.283,678.435,461.213,638.729,822.017,814.568,754.799,683.332,507.094,426.983,330.927,452.145,433.118,287.337,378.248,326.074,313.109,315.884,284.855,186.562,398.138,340.85,463.596,361.611,351.596
Mastl,NM_025979,29.831,27.338,55.293,21.663,5.655,10.668,14.749,0,20.604,21.077,82.596,42.644,28.547,20.783,12.683,24.13,6.194,34.374,35.365,34.386,48.911,35.671,24.678,28.898,0,5.77,0,0,0,5.023
Fam129a,NM_022018,44.746,82.015,55.293,21.663,67.854,10.668,7.374,10.249,82.417,63.232,19.937,31.983,48.172,20.783,8.455,6.894,12.388,0,8.841,38.684,12.228,27.744,9.871,16.513,99.111,80.782,46.217,46.881,13.908,55.251
Cacna2d3,NM_009785,0,0,0,0,5.655,0,0,0,0,0,2.848,2.132,1.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdyn,NM_018863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.228,0,0,6.875,0,0,4.076,0,0,0,0,0,0,0,0,0
Uhrf1bp1,NM_001080769,29.831,27.338,22.117,32.495,50.891,53.341,110.614,92.243,61.812,126.464,85.444,162.047,82.071,66.504,198.695,237.854,92.906,178.747,145.879,167.632,110.05,59.451,44.421,132.107,116.601,98.092,109.765,140.642,111.265,110.502
Smim12,NM_030252,641.358,656.118,475.516,574.08,446.707,554.745,494.077,409.967,515.104,421.547,657.92,575.694,826.065,768.954,672.182,703.221,433.563,536.241,574.673,554.477,411.669,562.804,498.505,557.326,396.444,369.288,647.037,312.537,389.428,436.984
H2-M3,NM_013819,164.068,95.684,154.819,108.317,344.926,469.4,560.446,655.947,164.833,42.155,133.863,166.312,160.574,126.774,76.096,99.968,130.069,68.749,216.608,116.053,154.885,71.341,128.328,202.289,489.725,450.069,467.947,432.343,299.025,381.733
Gsdmc3,NM_183194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taf12,NM_025579,432.544,492.088,353.873,487.427,407.126,384.054,368.714,409.967,432.687,590.166,378.802,366.739,344.342,328.364,169.102,224.065,68.131,192.497,269.654,189.124,154.885,150.61,157.942,177.519,180.732,161.563,196.422,244.821,215.576,236.072
Plau,NM_008873,44.746,54.676,11.059,0,22.618,14.224,22.123,20.498,82.417,21.077,11.393,10.661,7.137,8.313,8.455,6.894,0,0,8.841,25.79,4.076,0,4.936,0,5.83,0,11.554,0,6.954,20.091
Dgkk,NM_177914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.194,0,0,0,0,0,0,0,0,0,0,0,0,0
