Symbol,Transcript/RepeatID,ys_10.5_dispo_1 (14.92),ys_10.5_dispo_2 (13.67),ys_11.5_dispo_1 (11.06),ys_11.5_dispo_2 (10.83),YS_12.5_new_dispomix_2 (5.65),YS_12.5_new_dispomix_3 (3.56),ys_13.5_dispo_1 (7.37),ys_13.5_dispo_2 (10.25),Brain_10.5_1 (20.60),Brain_10.5_2 (21.08),day11.5_brain_1 (2.85),day11.5_brain_2 (2.13),BRAIN_12_5_a (1.78),BRAIN_12_5_b (2.08),mic_E13_5 (4.23),mic_E14_5 (3.45),mic_E16_5_a (6.19),mic_E16_5_b (6.87),mic_day3_a (4.42),mic_day3_b (4.30),mic_day6_a (4.08),mic_day6_c (3.96),mic_day9_b (4.94),mic_day9_c (4.13),SC_a (5.83),SC_b (5.77),cortex_a (5.78),cortex_b (5.21),hipo_a (6.95),hipo_b (5.02)
Mlph,NM_053015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.103,17.193,20.38,55.488,78.971,37.155,536.366,271.196,716.363,677.163,771.901,763.467
Tmtc4,NM_028651,44.746,54.676,22.117,10.832,33.927,7.112,7.374,0,41.208,63.232,62.659,51.173,24.978,27.017,29.593,6.894,0,27.5,26.523,25.79,32.607,39.634,19.743,24.77,29.15,0,23.108,10.418,6.954,45.205
2310007B03Rik,NM_001159940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adamts9,NM_175314,0,0,0,0,0,0,14.749,10.249,0,0,2.848,2.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptprh,NM_207270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.554,0,0,0
BC052040,NM_207264,104.407,54.676,77.41,43.327,62.2,46.229,36.871,92.243,103.021,42.155,85.444,95.949,94.56,64.426,54.958,79.285,37.163,27.5,53.047,25.79,32.607,47.561,9.871,28.898,17.49,0,75.103,46.881,34.77,35.16
A630033H20Rik,NM_001122595,0,13.669,0,0,5.655,10.668,0,0,0,0,5.696,0,7.137,2.078,33.82,13.789,68.131,6.875,13.262,34.386,122.278,27.744,49.357,57.797,0,23.08,0,10.418,13.908,35.16
Cep170,NM_001099637,104.407,136.691,77.41,97.485,79.163,67.565,103.24,122.99,103.021,147.541,108.229,113.007,66.014,54.035,71.869,72.39,49.55,27.5,57.467,51.579,97.822,63.415,83.907,57.797,81.621,190.414,161.759,78.134,201.668,130.593
Smurf1,NM_001038627,59.661,95.684,77.41,97.485,79.163,42.673,73.743,102.492,61.812,0,142.407,113.007,114.186,99.756,257.881,337.822,235.363,171.872,207.766,330.967,167.113,253.658,227.042,363.294,343.974,311.586,387.067,312.537,389.428,502.281
Bco2,NM_133217,59.661,68.346,55.293,86.654,96.127,53.341,22.123,61.495,20.604,63.232,39.874,38.38,39.251,62.348,118.372,103.415,185.813,137.498,128.196,141.843,89.67,186.28,167.814,177.519,250.693,421.219,502.609,489.641,479.83,452.053
Tceb2,NM_026305,208.814,218.706,320.697,324.951,197.908,227.588,213.854,204.984,103.021,463.702,125.318,236.674,324.717,268.095,93.006,44.813,30.969,54.999,35.365,47.281,52.987,31.707,44.421,61.925,40.81,28.851,28.886,46.881,41.724,95.433
Lif,NM_008501,0,0,0,0,0,0,0,0,0,0,2.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loxhd1,NM_172834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arhgap22,NM_153800,29.831,41.007,33.176,54.159,113.09,56.897,51.62,40.997,20.604,21.077,93.989,59.702,46.388,72.739,245.198,172.358,334.463,213.121,225.449,180.527,207.872,269.512,217.17,227.059,886.17,605.862,935.893,984.491,904.028,939.265
Wfdc3,NM_027961,0,0,0,0,0,0,0,0,0,0,0,0,0,2.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prss33,NM_001081399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.194,0,0,0,0,0,0,0,0,0,0,0,0,0
Socs5,NM_019654,44.746,13.669,55.293,43.327,5.655,39.117,103.24,71.744,61.812,42.155,45.57,38.38,39.251,41.565,50.731,44.813,12.388,27.5,61.888,34.386,48.911,47.561,59.228,20.642,29.15,46.161,69.325,109.388,97.357,60.274
Cd55,NM_010016,0,0,0,0,0,0,36.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.128,0,0,0,0,0,0
Rsg1,NM_001081174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defa22,NM_207658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usp14,NM_001038589,551.867,410.074,265.405,335.783,231.835,298.709,317.094,204.984,370.875,590.166,384.499,492.539,247.998,230.686,253.654,375.741,241.557,144.373,305.019,249.3,277.163,305.183,389.92,198.16,128.261,51.931,63.548,135.433,90.403,50.228
Fam170a,NM_001004061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vdac2,NM_011695,3549.844,3075.552,2543.46,2252.994,2227.882,2176.308,2389.27,2029.337,2843.373,2571.436,2947.824,2936.042,2210.571,2146.837,1619.155,1778.735,1306.883,1498.725,1423.421,1427.025,1279.841,1335.669,1352.38,1011.443,1416.706,1731.035,1710.027,1802.296,2148.806,1778.073
Fam171a1,NM_001081161,29.831,0,11.059,10.832,11.309,10.668,81.117,10.249,41.208,42.155,25.633,49.041,44.604,29.096,16.91,51.707,24.775,0,0,68.772,20.38,79.268,69.1,8.257,23.32,0,5.777,15.627,20.862,30.137
Rps24,NM_011297,372.883,464.75,431.282,379.11,163.981,113.794,228.603,256.229,473.896,337.238,293.358,396.59,403.22,392.79,448.121,355.058,303.494,350.619,481.841,485.704,513.567,503.353,365.241,317.882,122.431,115.402,86.657,98.97,90.403,130.593
Lrrn2,NM_010732,0,0,0,0,0,0,0,0,0,0,0,0,0,2.078,4.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xlr5a,NM_001045539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mob3a,NM_172457,551.867,560.434,563.985,530.753,836.869,526.297,501.452,635.449,453.291,484.779,558.235,641.793,651.217,480.077,359.343,289.562,241.557,364.369,282.916,146.141,248.632,107.012,394.855,202.289,938.64,796.276,843.459,989.7,883.166,939.265
Nat1,NM_008673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.076,0,4.936,0,0,0,0,0,6.954,0
Hspa1a,NM_010479,29.831,27.338,0,0,45.236,96.014,36.871,194.734,0,0,34.178,46.908,19.626,51.956,59.186,41.366,6.194,6.875,8.841,8.597,12.228,11.89,9.871,4.128,64.131,126.943,17.331,31.254,20.862,15.068
Rictor,NM_030168,89.492,27.338,33.176,32.495,22.618,24.892,81.117,51.246,0,105.387,37.026,51.173,41.036,33.252,88.779,72.39,80.519,116.873,106.094,128.948,101.898,134.756,98.714,86.695,75.791,63.471,69.325,88.552,97.357,40.182
4930404N11Rik,NM_001014836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.076,0,0,0,0,0,0,0,0,0
Il17ra,NM_008359,969.495,888.493,453.399,335.783,497.598,497.848,398.212,379.22,844.77,948.481,1181.978,978.681,1107.962,1134.727,2101.097,1623.613,1114.877,955.609,835.487,1216.41,1055.665,844.206,1312.894,1176.576,2460.287,2215.725,2807.679,2297.147,2656.453,1973.963
Pex16,NM_145122,29.831,27.338,44.234,32.495,50.891,60.453,51.62,20.498,82.417,21.077,34.178,46.908,30.331,35.33,54.958,55.155,55.744,13.75,57.467,38.684,28.531,35.671,39.486,78.438,40.81,11.54,28.886,41.672,27.816,20.091
Samd5,NM_177271,0,0,0,0,0,0,0,0,0,0,0,4.264,0,0,0,0,0,6.875,0,0,0,0,0,0,0,0,0,0,0,0
Tmem33,NM_028975,1148.479,1093.53,674.57,747.387,463.671,512.072,634.189,594.452,906.583,1011.713,632.287,643.925,597.693,689.981,545.355,696.326,637.957,639.364,760.337,451.318,782.578,812.499,631.769,577.967,437.255,553.931,537.272,484.432,486.784,552.509
Olfr1094,NM_146365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mylk4,NM_001166030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ifi30,NM_023065,3803.404,2474.111,4976.335,5090.9,3149.569,3566.727,4291.836,5001.599,4141.435,4510.552,2865.228,4707.901,2922.45,2678.87,1822.078,2244.102,1226.365,1326.853,1047.674,1298.077,1393.967,1078.047,1051.303,986.673,1370.065,1448.299,987.887,1119.924,1057.018,818.717
Colec12,NM_130449,477.29,396.404,1150.086,931.526,1017.814,917.463,1873.069,2111.331,329.666,105.387,586.717,850.748,851.043,870.789,8.455,20.683,0,0,17.682,4.298,0,11.89,0,4.128,5.83,5.77,0,0,6.954,25.114
Rrp9,NM_145620,0,13.669,0,0,22.618,10.668,0,0,0,0,5.696,4.264,32.115,14.548,8.455,48.26,6.194,41.249,22.103,30.088,20.38,19.817,9.871,24.77,11.66,11.54,17.331,10.418,13.908,0
Slc16a8,NM_020516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.936,0,0,0,0,0,0,0
Gm11238,NM_001277512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam206a,NM_001081420,193.899,123.022,55.293,86.654,79.163,96.014,44.246,92.243,61.812,84.309,136.711,119.403,112.402,93.521,97.234,141.334,105.294,68.749,101.673,73.071,97.822,67.378,88.842,86.695,75.791,86.552,63.548,67.716,83.449,95.433
Ccdc172,NM_029372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Med27,NM_001290489,253.56,191.368,132.702,173.307,152.672,145.798,169.609,133.239,247.25,231.851,225.003,240.939,165.927,151.713,143.737,151.675,86.713,158.122,119.355,77.369,183.417,154.573,187.556,82.567,227.373,121.172,207.976,109.388,194.714,135.616
Ube2a,NM_019668,253.56,369.066,309.639,379.11,248.799,270.26,353.966,266.479,370.875,358.315,307.599,368.871,369.321,419.807,338.205,303.35,185.813,164.997,225.449,214.913,191.569,233.841,197.428,165.134,169.072,167.333,259.97,286.492,166.898,316.437
Sparcl1,NM_010097,0,0,0,0,11.309,0,58.994,10.249,0,0,0,10.661,1.784,2.078,0,0,0,13.75,4.421,0,0,0,4.936,4.128,0,0,0,0,0,5.023
Pyurf,NM_025574,313.222,314.39,254.346,194.971,186.599,160.023,176.983,184.485,412.083,400.47,193.673,266.525,265.839,253.547,114.144,137.886,24.775,75.624,39.785,90.264,16.304,23.78,29.614,33.027,87.451,86.552,28.886,78.134,34.77,90.411
Gpr33,NM_008159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp950,NM_001309195,89.492,54.676,143.761,86.654,73.509,74.677,169.609,102.492,41.208,168.619,76.9,98.081,49.956,83.13,97.234,158.569,111.488,123.748,181.243,206.317,150.809,138.719,207.299,156.877,396.444,288.506,358.181,302.119,347.703,251.14
1700015G11Rik,NM_001195601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kcnq2,NM_010611,0,0,0,0,0,0,0,0,0,0,2.848,4.264,3.568,2.078,8.455,13.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcam,NM_023061,0,0,0,0,0,0,7.374,0,0,0,0,2.132,7.137,4.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpx2,NM_001141975,686.104,587.772,453.399,433.268,333.617,209.807,265.474,327.974,453.291,822.017,566.78,675.908,474.586,459.294,418.528,420.554,142.456,185.622,212.187,253.598,269.011,245.731,246.785,239.444,5.83,0,23.108,5.209,0,15.068
Zfp758,NM_145484,14.915,13.669,0,54.159,11.309,14.224,22.123,0,20.604,0,11.393,21.322,7.137,6.235,16.91,10.341,0,13.75,4.421,12.895,16.304,23.78,19.743,28.898,52.471,63.471,34.663,46.881,20.862,20.091
Brip1,NM_178309,59.661,13.669,44.234,54.159,56.545,17.78,44.246,51.246,61.812,105.387,45.57,66.098,57.093,39.487,21.138,41.366,49.55,27.5,88.411,38.684,48.911,47.561,64.164,61.925,0,0,0,0,0,5.023
Eif4g3,NM_001256198,313.222,191.368,309.639,249.129,474.98,487.18,730.055,614.951,206.042,379.392,566.78,441.366,453.176,525.798,845.512,723.904,829.964,728.738,985.786,1010.093,1214.626,899.694,1100.66,1027.956,973.621,767.426,826.128,937.611,966.615,863.923
Mogs,NM_020619,522.036,451.081,221.17,303.288,322.308,199.139,442.457,389.469,597.52,674.475,304.751,424.308,190.905,226.53,405.846,517.074,303.494,488.117,402.271,511.494,432.048,416.158,394.855,322.01,157.412,178.874,144.428,109.388,83.449,160.73
Cldn2,NM_016675,0,0,0,0,0,0,0,0,0,0,0,2.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpinb3c,NM_201363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hist2h3c2,NM_054045,0,13.669,0,0,11.309,10.668,0,0,0,0,2.848,0,0,0,12.683,0,0,0,0,0,0,7.927,9.871,0,0,5.77,5.777,10.418,0,0
Brd3,NM_001113573,880.003,601.441,597.16,671.565,463.671,515.629,508.826,604.702,659.333,927.403,857.29,759.064,781.461,804.285,562.265,568.782,421.176,460.617,499.524,408.336,383.137,435.975,498.505,487.144,682.118,796.276,739.471,744.88,632.82,688.124
Ubr7,NM_025666,268.476,287.052,154.819,281.624,135.709,177.803,169.609,235.731,453.291,337.238,250.636,294.244,240.861,205.747,160.647,162.017,167.232,89.373,216.608,90.264,110.05,178.353,148.071,111.465,81.621,34.621,127.097,88.552,104.311,135.616
Prdx6,NM_007453,1223.055,1312.236,541.868,758.219,599.379,629.422,471.954,368.97,947.791,822.017,996.849,1061.836,672.627,606.85,304.384,406.765,278.719,96.248,172.402,141.843,126.354,186.28,98.714,103.208,268.183,167.333,213.753,156.268,285.117,175.798
Cep78,NM_198019,29.831,13.669,0,0,5.655,0,0,0,0,0,0,8.529,10.705,4.157,0,6.894,0,0,0,0,0,3.963,0,0,0,0,0,0,6.954,0
Ehmt2,NM_145830,850.173,656.118,729.862,844.873,746.397,810.781,1091.395,901.928,618.125,526.934,865.834,1059.704,517.406,550.737,815.919,885.92,910.483,996.858,963.683,1173.427,819.261,1010.669,824.261,895.849,559.686,565.472,710.585,520.895,806.671,527.395
Nr1h5,NM_201619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snx8,NM_172277,402.713,710.794,685.628,747.387,1413.631,1489.989,1283.126,1393.888,597.52,590.166,956.975,1042.647,1041.948,1118.101,477.714,437.789,706.089,763.112,464.159,593.161,419.82,491.463,360.306,458.246,349.804,288.506,479.501,406.298,521.555,386.756
Rpl3l,NM_001163945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm13769,NM_001270423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cbl,NM_007619,238.645,164.029,110.585,227.466,158.327,81.789,243.352,266.479,226.646,84.309,210.762,208.956,85.64,95.6,177.557,162.017,161.038,151.247,128.196,214.913,203.796,107.012,143.135,222.93,93.281,92.322,127.097,166.686,139.081,200.912
Gm38666,NM_001301256,89.492,13.669,44.234,10.832,22.618,0,110.614,51.246,0,0,51.266,83.156,58.877,35.33,405.846,548.099,904.289,536.241,698.449,610.354,807.033,903.657,612.026,664.662,104.941,121.172,179.091,208.358,305.979,281.277
Matk,NM_001285854,14.915,0,0,10.832,0,7.112,0,10.249,0,0,22.785,19.19,16.057,27.017,54.958,72.39,117.681,82.499,75.15,60.176,73.367,87.195,74.035,74.31,52.471,80.782,86.657,72.925,83.449,85.388
Vmn2r18,NM_001102582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm11237,NM_001277575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpp21,NM_026308,0,0,0,0,5.655,0,0,0,0,0,2.848,6.397,7.137,2.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.954,0
Psmc6,NM_025959,223.73,54.676,33.176,151.644,96.127,39.117,199.106,256.229,20.604,189.696,39.874,21.322,67.798,54.035,143.737,144.781,130.069,54.999,194.505,124.65,330.15,206.097,157.942,189.904,40.81,34.621,69.325,46.881,41.724,45.205
Nktr,NM_010918,313.222,341.728,232.229,205.802,344.926,341.382,339.217,358.721,432.687,274.006,264.877,313.434,305.091,295.112,346.66,379.188,291.107,316.245,419.954,399.739,440.2,336.89,325.756,412.834,233.203,225.035,404.398,286.492,445.06,296.346
Pira7,NM_011094,0,0,0,10.832,5.655,3.556,7.374,0,0,0,0,2.132,5.352,0,0,0,0,0,0,0,0,0,0,0,5.83,0,0,0,0,0
Hoxc10,NM_010462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.963,0,0,0,0,0,0,0,0
Mad2l1bp,NM_025649,402.713,287.052,243.287,249.129,282.726,405.391,258.1,266.479,267.854,337.238,296.206,257.996,231.94,216.138,186.013,182.7,99.1,109.998,137.037,64.474,81.519,150.61,83.907,99.08,308.993,115.402,242.639,192.731,361.611,226.026
Spink13,NM_001168423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20806,NM_001160135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prrxl1,NM_001001796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.936,0,0,0,0,0,0,0
Rem1,NM_009047,0,13.669,0,0,0,3.556,14.749,0,0,0,0,2.132,0,0,0,0,6.194,0,0,0,12.228,0,0,0,0,0,11.554,0,0,0
Ccdc64,NM_001080808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ddx39,NM_197982,462.375,478.419,165.878,216.634,96.127,110.238,191.732,133.239,247.25,295.083,205.066,272.922,198.041,139.243,190.24,227.513,68.131,151.247,167.981,120.352,195.644,217.988,148.071,189.904,52.471,57.701,46.217,46.881,41.724,55.251
Tdp2,NM_019551,223.73,177.699,254.346,216.634,73.509,78.233,117.989,92.243,247.25,126.464,133.863,179.105,123.107,110.147,50.731,72.39,74.325,54.999,57.467,30.088,105.974,35.671,64.164,107.337,40.81,80.782,75.103,83.343,76.495,60.274
Ackr1,NM_010045,0,0,0,0,0,0,0,0,0,0,0,2.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm14781,NM_001205268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gbp4,NM_001256005,0,0,11.059,10.832,90.472,156.467,51.62,71.744,0,0,14.241,12.793,16.057,10.391,21.138,17.236,6.194,6.875,8.841,17.193,0,3.963,0,0,0,0,0,0,0,0
Sgms1,NM_001168525,29.831,41.007,66.351,21.663,50.891,81.789,58.994,71.744,41.208,63.232,19.937,53.305,53.525,22.861,33.82,34.472,49.55,54.999,132.617,55.877,65.215,103.049,118.457,28.898,64.131,92.322,103.988,67.716,90.403,110.502
Ddx41,NM_134059,208.814,150.36,199.053,194.971,350.58,302.265,132.737,235.731,164.833,147.541,227.851,336.888,167.711,172.495,156.42,151.675,148.65,103.123,119.355,47.281,134.506,103.049,118.457,140.364,139.922,155.793,86.657,104.179,173.852,135.616
Nkx6-3,NM_029002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.304,3.963,0,0,0,0,0,0,0,0
Ppm1h,NM_001110218,74.577,82.015,110.585,227.466,175.29,163.579,317.094,235.731,185.437,84.309,250.636,289.979,123.107,166.26,355.115,279.22,315.882,329.994,296.178,253.598,224.176,134.756,182.621,264.214,128.261,132.713,115.542,140.642,222.53,246.117
H2-M10.5,NM_177637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r74,NM_001105187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Napepld,NM_178728,44.746,41.007,22.117,32.495,5.655,21.336,7.374,20.498,61.812,42.155,19.937,25.586,19.626,4.157,16.91,24.13,61.938,34.374,17.682,38.684,24.456,35.671,39.486,41.283,0,17.31,17.331,0,0,10.046
Gm4559,NM_001199309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psd4,NM_177611,372.883,437.412,243.287,379.11,254.454,337.826,390.837,502.21,391.479,210.773,432.917,458.423,381.81,307.582,553.81,606.7,606.989,604.99,667.505,752.197,631.769,519.207,537.991,689.433,408.104,351.977,363.958,494.85,410.29,517.349
Tmem200c,NM_001206661,0,0,0,0,0,0,0,0,0,0,2.848,0,0,2.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lypd3,NM_133743,0,0,0,0,0,0,0,0,0,0,0,2.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppcdc,NM_176831,283.391,300.721,298.58,303.288,265.763,280.929,317.094,245.98,350.271,358.315,823.112,720.684,603.045,841.693,1035.752,1199.612,1375.015,1801.22,1259.861,1444.218,1622.219,1403.047,1836.078,1643.079,5946.665,5862.439,4870.11,4932.875,5166.87,4103.633
Pcdh8,NM_001042726,0,0,0,0,0,0,0,0,0,0,8.544,4.264,0,10.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nme5,NM_080637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adgrg7,NM_172825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdcd1lg2,NM_021396,0,0,0,0,5.655,0,0,0,0,0,2.848,2.132,3.568,0,4.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abca2,NM_007379,119.322,13.669,33.176,43.327,16.964,10.668,22.123,81.993,0,63.232,51.266,49.041,37.467,72.739,338.205,213.724,346.851,529.366,459.739,507.196,550.25,578.658,498.505,483.016,303.163,219.264,294.633,276.074,222.53,411.87
Prosc,NM_054057,447.459,314.39,431.282,270.793,497.598,323.601,398.212,235.731,309.062,231.851,310.447,458.423,255.134,236.921,169.102,272.326,136.263,158.122,203.346,214.913,154.885,138.719,133.264,148.62,128.261,86.552,127.097,130.224,187.76,160.73
Ankrd49,NM_019683,193.899,218.706,143.761,32.495,84.818,71.121,147.486,143.488,164.833,147.541,131.014,117.271,121.323,101.834,80.324,106.862,24.775,27.5,30.944,81.667,85.594,15.854,54.293,45.412,99.111,86.552,150.205,83.343,118.219,135.616
Plin4,NM_020568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdipt,NM_026638,820.342,464.75,729.862,563.248,1243.995,1166.387,914.412,932.675,576.916,590.166,825.96,778.254,881.374,962.232,1534.604,1368.523,1145.846,1677.472,1281.963,1482.903,1279.841,1089.938,1317.83,1329.325,1090.222,998.23,1513.605,1395.998,1286.502,1275.793
Kif12,NM_010616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rcan3,NM_022980,89.492,95.684,55.293,75.822,62.2,64.009,140.111,133.239,61.812,42.155,85.444,85.288,85.64,64.426,84.551,89.626,61.938,68.749,141.458,47.281,138.581,99.085,123.392,127.978,81.621,75.012,127.097,119.806,180.806,85.388
Mpp5,NM_019579,119.322,95.684,121.644,205.802,73.509,71.121,117.989,184.485,20.604,126.464,82.596,132.197,46.388,54.035,118.372,103.415,130.069,89.373,141.458,94.562,105.974,142.683,103.65,165.134,11.66,63.471,63.548,41.672,34.77,55.251
St3gal4,NM_009178,74.577,95.684,154.819,32.495,33.927,49.785,58.994,102.492,20.604,63.232,82.596,68.23,48.172,41.565,16.91,34.472,74.325,41.249,57.467,21.491,40.759,67.378,34.55,53.668,93.281,69.241,80.88,52.089,104.311,45.205
Slc44a5,NM_001081263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.597,0,0,0,0,0,0,0,0,0,0
Nav1,NM_173437,238.645,123.022,309.639,205.802,90.472,156.467,324.469,256.229,164.833,105.387,179.433,174.841,114.186,226.53,109.917,127.545,136.263,54.999,216.608,206.317,379.061,285.366,419.534,355.037,472.235,409.678,479.501,515.686,598.05,522.372
Zswim6,NM_145456,313.222,314.39,431.282,422.436,412.78,369.83,457.206,727.692,535.708,569.088,421.525,496.803,342.558,405.26,355.115,375.741,427.369,494.992,477.421,391.142,411.669,487.499,380.048,458.246,507.216,553.931,531.495,416.716,611.958,552.509
Sep.01,NM_017461,0,0,11.059,0,16.964,0,0,0,0,0,5.696,10.661,8.921,12.47,4.228,3.447,12.388,0,4.421,8.597,4.076,3.963,0,8.257,0,0,0,0,6.954,5.023
Lsamp,NM_175548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.128,0,0,0,0,0,0
Plac8l1,NM_027072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galk2,NM_175154,701.02,806.478,1216.437,1148.16,802.942,700.544,892.289,1076.164,968.395,969.558,917.101,808.104,929.546,822.989,473.487,534.31,390.207,419.368,459.739,356.756,305.694,388.414,281.334,194.032,204.052,225.035,288.856,218.776,201.668,236.072
Gm6026,NM_001177569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pbx2,NM_017463,477.29,492.088,641.394,541.585,910.378,650.759,671.06,532.957,473.896,632.32,734.82,737.742,747.562,845.85,1192.172,1192.718,712.282,948.734,937.159,1087.462,762.198,990.852,676.19,895.849,728.758,790.506,924.339,1057.417,910.982,733.33
Herpud2,NM_020586,193.899,150.36,232.229,184.139,203.563,199.139,361.34,256.229,206.042,210.773,222.155,159.915,208.746,207.825,207.15,175.805,136.263,151.247,141.458,150.439,150.809,130.793,162.878,218.802,378.954,271.196,363.958,234.403,354.657,452.053
Il9r,NM_008374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210013O21Rik,NM_027327,89.492,164.029,265.405,86.654,107.436,99.57,162.234,40.997,226.646,274.006,128.166,119.403,108.834,85.208,46.503,37.919,49.55,68.749,17.682,21.491,28.531,35.671,78.971,8.257,40.81,51.931,34.663,31.254,34.77,45.205
